"Sifra";"Naziv";"Nositelj";"Vrsta ustanove nositelja";"Izvodjac";"Mjesto Izvodjenja";"Tip SP";"Vrsta SP";"Trajanje";"ECTS";"PPG";"Akademski stupanj"
93;"Tekstilna tehnologija i inženjerstvo; smjerovi: Odjevno inženjerstvo, Projektiranje i menadžment tekstila, Industrijski dizajn tekstila i odjeće, Tekstilna kemija, materijali i ekologija";"Sveučilište u Zagrebu";"Javno";"Tekstilno-tehnološki fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.13.  TEHNIČKE ZNANOSTI / Tekstilna tehnologija";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka tekstilne tehnologije i inženjerstva"
95;"Tekstilni i modni dizajn; smjerovi: Modni dizajn, Dizajn tekstila";"Sveučilište u Zagrebu";"Javno";"Tekstilno-tehnološki fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.13.  TEHNIČKE ZNANOSTI / Tekstilna tehnologija";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka tekstilnog i modnog dizajna"
96;"Zrakoplovstvo";"Sveučilište u Zagrebu";"Javno";"Fakultet strojarstva i brodogradnje, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3.5;210;"2.14.  TEHNIČKE ZNANOSTI / Zrakoplovstvo, raketna i svemirska tehnika";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka zrakoplovnog inženjerstva"
97;"Industrijsko inženjerstvo";"Sveučilište u Splitu";"Javno";"Fakultet elektrotehnike, strojarstva i brodogradnje, Split";"SPLIT";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.15.  TEHNIČKE ZNANOSTI / Temeljne tehničke znanosti";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka industrijskog inženjerstva"
98;"Kemijsko inženjerstvo";"Sveučilište u Zagrebu";"Javno";"Fakultet kemijskog inženjerstva i tehnologije, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.07.  TEHNIČKE ZNANOSTI / Kemijsko inženjerstvo";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka kemijskog inženjerstva"
99;"Kemija i inženjerstvo materijala";"Sveučilište u Zagrebu";"Javno";"Fakultet kemijskog inženjerstva i tehnologije, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.07.  TEHNIČKE ZNANOSTI / Kemijsko inženjerstvo";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka kemijskog inženjerstva"
100;"Primijenjena kemija; smjerovi: Kemija u zaštiti okoliša i izvori energije, Specifični materijali i napredne tehnologije, Primijenjena organska kemija";"Sveučilište u Zagrebu";"Javno";"Fakultet kemijskog inženjerstva i tehnologije, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"1.04.  PRIRODNE ZNANOSTI / Kemija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  primijenjene kemije"
101;"Ekoinženjerstvo";"Sveučilište u Zagrebu";"Javno";"Fakultet kemijskog inženjerstva i tehnologije, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.07.  TEHNIČKE ZNANOSTI / Kemijsko inženjerstvo";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka ekoinženjerstva"
102;"Glasovir";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea) muzike"
103;"Nautika i tehnologija pomorskog prometa";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.12.  TEHNIČKE ZNANOSTI / Tehnologija prometa i transport";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka nautike i tehnologije pomorskog prometa"
104;"Brodostrojarstvo i tehnologija pomorskog prometa";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.12.  TEHNIČKE ZNANOSTI / Tehnologija prometa i transport";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka brodostrojarstva i tehnologije pomorskog prometa"
106;"Povijest (dvopredmetni)";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"6.04.  HUMANISTIČKE ZNANOSTI / Povijest";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  povijesti"
108;"Povijest (dvopredmetni)";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Filozofski fakultet, Osijek";"OSIJEK";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.04.  HUMANISTIČKE ZNANOSTI / Povijest";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  povijesti"
109;"Povijest (jednopredmetni)";"Sveučilište u Zagrebu";"Javno";"Hrvatski studiji, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"6.04.  HUMANISTIČKE ZNANOSTI / Povijest";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) povijesti"
114;"Latinski jezik i rimska književnost (dvopredmetni)";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) latinskog jezika i književnosti"
116;"Engleski jezik i književnost (dvopredmetni)";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  engleskoga jezika i književnosti"
117;"Njemački jezik i književnost (dvopredmetni)";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) njemačkoga jezika i književnosti"
121;"Anglistika (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) engleskoga jezika i književnosti"
122;"Francuski jezik i književnost (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) francuskog jezika i književnosti"
123;"Latinski jezik i rimska književnost (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) latinskog jezika i književnosti"
124;"Grčki jezik i književnost (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) grčkog jezika i književnosti"
125;"Kroatistika i južnoslavenske filologije (jednopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  kroatistike i južnoslavenskih filologija"
126;"Njemački jezik i književnost (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) njemačkoga jezika i književnosti"
127;"Talijanski jezik i književnost (dvopredmetni); smjer: prevoditeljski";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  talijanskog jezika i književnosti"
128;"Talijanski jezik i književnost (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  talijanskog jezika i književnosti"
131;"Engleski jezik i književnost (dvopredmetni)";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Filozofski fakultet, Osijek";"OSIJEK";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  engleskoga jezika i književnosti"
132;"Lingvistika (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a  prvostupnik/prvostupnica (baccalaureus/baccalaurea) lingvistike "
133;"Fonetika (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) fonetike "
136;"Češki jezik i književnost (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  bohemistike"
137;"Slovački jezik i književnost (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) slovakistike"
138;"Ruski jezik i književnost (dvopredmetni studij)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;120;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  rusistike"
139;"Ukrajinski jezik i književnost (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;120;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) ukrajinistike"
140;"Poljski jezik i književnost (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) polonistike"
141;"Južnoslavenski jezici i književnosti (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) južnoslavenskih jezika i književnosti"
143;"Francuski jezik i književnost (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) francuskog jezika i književnosti"
144;"Španjolski jezik i književnost (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) španjolskog jezika i književnosti "
145;"Portugalski jezik i književnost (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) portugalskog jezika i književnosti"
146;"Rumunjski jezik i književnost (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) rumunjskog jezika i književnosti"
147;"Germanistika (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) njemačkoga jezika i književnosti"
148;"Anglistika (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  engleskoga jezika i književnosti"
149;"Švedski jezik i kultura (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)švedskog jezika i kulture"
150;"Hungarologija (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a  prvostupnik/prvostupnica (baccalaureus/baccalaurea)  mađarskoga jezika i književnosti "
151;"Turkologija (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  turkologije "
152;"Indologija (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;120;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  indologije "
153;"Latinski jezik i književnost (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;120;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) latinskog jezika i književnosti"
154;"Gudački instrumenti; smjerovi: Violina, Viola, Violončelo";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) glazbene teorije"
155;"Grčki jezik i književnost (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;120;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) grčkog jezika i književnosti"
158;"Filozofija (dvopredmetni)";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"sveučililišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) filozofije"
159;"Filozofija (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"sveučililišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) filozofije"
160;"Filozofija (dvopredmetni)";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Filozofski fakultet, Osijek";"OSIJEK";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"sveučililišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) filozofije"
161;"Filozofija (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Hrvatski studiji, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"sveučililišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) filozofije"
162;"Filozofija i religijske znanosti (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Fakultet filozofije i religijskih znanosti, Zagreb ";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"sveučililišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) filozofije i religiologije"
163;"Filozofija (jednopredmenti)";"Sveučilište u Zagrebu";"Javno";"Fakultet filozofije i religijskih znanosti, Zagreb ";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"sveučililišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) filozofije"
164;"Filozofija (jednopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"sveučililišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) filozofije"
167;"Glazbena pedagogija";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) glazbene pedagogije"
168;"Kulturologija (jednopredmetni)";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) kulturologije"
169;"Glazbena pedagogija";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) glazbene pedagogije"
170;"Glazbena teorija";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)glazbene pedagogije"
172;"Konzerviranje i restauriranje umjetnina: smjerovi: Slikarstvo, Kiparstvo";"Sveučilište u Zagrebu";"Javno";"Akademija likovnih umjetnosti, Zagreb";"ZAGREB";"sveučilišni";"integrirani preddiplomski i diplomski sveučilišni ";5;300;"7.04.  UMJETNIČKO PODRUČJE / Likovne umjetnosti";"magistar/magistra restauriranja i konzerviranja umjetnina"
173;"Muzikologija";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"6.06.  HUMANISTIČKE ZNANOSTI / Znanost o umjetnosti";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  muzikologije"
