"Sifra";"Naziv";"Nositelj";"Vrsta ustanove nositelja";"Izvodjac";"Mjesto Izvodjenja";"Tip SP";"Vrsta SP";"Trajanje";"ECTS";"PPG";"Akademski stupanj"
1530;"Bilinogojstvo; smjer: Ratarstvo, Hortikultura";"Veleučilište u Slavonskom Brodu";"Javno";"Veleučilište u Slavonskom Brodu";"SLAVONSKI BROD";"stručni";"stručni studij";3;180;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka bilinogojstva"
1531;"Prehrambena tehnologija";"Veleučilište ""Marko Marulić"", Knin";"Javno";"Veleučilište ""Marko Marulić"", Knin";"KNIN";"stručni";"stručni studij";3;180;"4.05.  BIOTEHNIČKE ZNANOSTI / Prehrambena tehnologija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka prehrambene tehnologije"
1533;"Računovodstvo i financije";"RRIF Visoka škola za financijski menadžment, Zagreb";"Privatno ";"RRIF Visoka škola za financijski menadžment, Zagreb";"ZAGREB";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1534;"Ekonomika poduzetništva";"Veleučilište ""Nikola Tesla"" u Gospiću";"Javno";"Veleučilište ""Nikola Tesla"" u Gospiću";"GOSPIĆ";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1535;"Trgovinsko poslovanje s poduzetništvom";"Veleučilište ""Marko Marulić"", Knin";"Javno";"Veleučilište ""Marko Marulić"", Knin";"KNIN";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1536;"Menadžment; smjerovi: Informatički menadžment, Menadžment ruralnog turizma";"Visoka škola za menadžment u turizmu i informatici u Virovitici";"Javno";"Visoka škola za menadžment u turizmu i informatici u Virovitici";"VIROVITICA";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1537;"Tehnički menadžment";"Veleučilište VERN, Zagreb";"Privatno ";"Veleučilište VERN, Zagreb";"ZAGREB";"stručni";"stručni studij";3;180;"2.15.  TEHNIČKE ZNANOSTI / Temeljne tehničke znanosti";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka tehničkog menadžmenta"
1538;"Menadžment";"Veleučilište u Slavonskom Brodu";"Javno";"Veleučilište u Slavonskom Brodu";"SLAVONSKI BROD";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1539;"Turistički i hotelski menadžment";"Visoka poslovna škola""Libertas"", Zagreb";"Privatno ";"Visoka poslovna škola""Libertas"", Zagreb";"ZAGREB";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1540;"Informatički menadžment";"Visoka poslovna škola ""Minerva"", Dugopolje ";"Privatno ";"Visoka poslovna škola ""Minerva"", Dugopolje ";"DUGOPOLJE";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1541;"Marketing i komunikacije";"Poslovno veleučilište Zagreb";"Privatno ";"Poslovno veleučilište Zagreb";"ZAGREB";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) marketinga i komunikacija"
1542;"Upravni studij";"Veleučilište ""Nikola Tesla"" u Gospiću";"Javno";"Veleučilište ""Nikola Tesla"" u Gospiću";"GOSPIĆ";"stručni";"stručni studij";3;180;"5.02.  DRUŠTVENE ZNANOSTI / Pravo";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) javne uprave"
1543;"Upravni studij";"Veleučilište u Šibeniku";"Javno";"Veleučilište u Šibeniku";"ŠIBENIK";"stručni";"stručni studij";3;180;"5.02.  DRUŠTVENE ZNANOSTI / Pravo";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) javne uprave"
1544;"Novinarstvo";"Veleučilište VERN, Zagreb";"Privatno ";"Veleučilište VERN, Zagreb";"ZAGREB";"stručni";"stručni studij";3;180;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) novinarstva"
1545;"Učiteljski studij na hrvatskom i talijanskom jeziku";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"integrirani preddiplomski i diplomski sveučilišni ";5;300;"8.05.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Obrazovne znanosti";"magistar/magistra primarnog obrazovanja"
1545;"Učiteljski studij na hrvatskom i talijanskom jeziku";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"integrirani preddiplomski i diplomski sveučilišni ";5;300;"8.05.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Obrazovne znanosti";"magistar/magistra primarnog obrazovanja"
1546;"Hrvatski jezik i književnost (jednopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  hrvatskog jezika i književnosti"
1547;"Kroatistika i južnoslavenske filologije";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;120;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/magistra kroatistike i južnoslavenskih filologija"
1548;"Management neprofitnih organizacija i socijalno zagovaranje";"Sveučilište u Zagrebu";"Javno";"Katolički bogoslovni fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski specijalistički studiji";2;120;"8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI";"sveučilišni/a specijalist/specijalistica managementa neprofitnih organizacija i socijalnog zagovaranja"
1549;"Harfa";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1550;"Udaraljke";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1551;"Čembalo";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1552;"Orgulje";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1553;"Kontrabas";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1554;"Oboa";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1555;"Fagot";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1556;"Saksofon";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1557;"Rog";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1558;"Truba";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1559;"Trombon";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1560;"Tuba";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1561;"Klavir";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1562;"Gitara";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1563;"Violina";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1564;"Viola";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1565;"Violončelo";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1566;"Flauta";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1567;"Klarinet";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1568;"Pjevanje";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1569;"Kompozicija";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1570;"Teorija glazbe";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea) teorije glazbe"
1571;"Elektronička kompozicija";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1572;"Primijenjena kompozicija";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1573;"Dirigiranje";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1574;"Zborsko dirigiranje";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea)muzike"
1575;"Harfa; smjerovi: Izvođački, Pedagoško-izvođački ";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1576;"Udaraljke; smjerovi: Izvođački, Pedagoško-izvođački";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1577;"Čembalo; smjer: Izvođački ";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1578;"Orgulje; smjer: Solistički";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1579;"Kontrabas; smjerovi: Izvođački, Pedagoško-izvođački ";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1580;"Oboa; smjerovi: Izvođački, Pedagoško-izvođački";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1581;"Fagot; smjerovi: Izvođački, Pedagoško-izvođački ";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1582;"Saksofon; smjerovi: Izvođački, Pedagoško-izvođački ";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1583;"Rog; smjerovi:Izvođački, Pedagoško-izvođački";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1584;"Truba; smjerovi: Izvođački, Pedagoško-izvođački ";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1585;"Tuba; smjerovi: Izvođački, Pedagoško-izvođački ";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1586;"Trombon; smjerovi: Izvođački, Pedagoško-izvođački";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1587;"Klavir; smjerovi: Izvođački, Pedagoško-izvođački";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1588;"Viola; smjerovi: Izvođački, Pedagoško-izvođački";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1589;"Violina; smjerovi: Izvođački, Pedagoško-izvođački ";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1590;"Violončelo; smjerovi: Izvođački, Pedagoško-izvođački ";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1591;"Flauta; smjerovi: Izvođački, Pedagoško-izvođački";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1592;"Klarinet; smjerovi: Izvođački, Pedagoško-izvođački ";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1593;"Pjevanje; smjerovi: Izvođački- modul operni, Izvođački-modul koncertni, Pedagoško-izvođački";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1594;"Gitara; smjerovi: Izvođački, Pedagoško-izvođački";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1595;"Dirigiranje";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1596;"Zborsko dirigiranje";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1597;"Kompozicija";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1598;"Elektronička kompozicija";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1599;"Primijenjena kompozicija";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
1600;"Teorija glazbe";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistrica teorije glazbe "
1601;"Multimedijske tehnologije: radiokomunikacije, montaža, snimanje i režija";"TV-AKADEMIJA Visoka škola multimedijskih i komunikacijskih tehnologija, Split ";"Privatno ";"TV-AKADEMIJA Visoka škola multimedijskih i komunikacijskih tehnologija, Split ";"SPLIT";"stručni";"stručni studij";3;180;"7.04.  UMJETNIČKO PODRUČJE / Likovne umjetnosti";"stručni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea) multimedijske tehnologije"
1602;"Multimedijsko stvaralaštvo: izvješćivanje, animacija, izrada tv scenarija i tv voditeljstvo";"TV-AKADEMIJA Visoka škola multimedijskih i komunikacijskih tehnologija, Split ";"Privatno ";"TV-AKADEMIJA Visoka škola multimedijskih i komunikacijskih tehnologija, Split ";"SPLIT";"stručni";"stručni studij";3;180;"7.04.  UMJETNIČKO PODRUČJE / Likovne umjetnosti";"stručni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea) multimedijskog stvaralaštva "
1603;"Multimedijske produkcije i marketing; tv produkcija i propaganda";"TV-AKADEMIJA Visoka škola multimedijskih i komunikacijskih tehnologija, Split ";"Privatno ";"TV-AKADEMIJA Visoka škola multimedijskih i komunikacijskih tehnologija, Split ";"SPLIT";"stručni";"stručni studij";3;180;"7.04.  UMJETNIČKO PODRUČJE / Likovne umjetnosti";"stručni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea) multimedijske produkcije i marketinga "
1607;"Poslovna ekonomija; smjer: Međunarodno poslovanje";"Sveučilište u Rijeci";"Javno";"Ekonomski fakultet, Rijeka ";"BUJE";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1613;"Učiteljski studij";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet za odgojne i obrazovne znanosti, Osijek ";"SLAVONSKI BROD";"sveučilišni";"integrirani preddiplomski i diplomski sveučilišni ";5;300;"8.05.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Obrazovne znanosti";"magistar/magistra primarnog obrazovanja"
1615;"Bilinogojstvo; smjerovi: Ratarstvo, Hortikultura";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet agrobiotehničkih znanosti, Osijek";"SLAVONSKI BROD";"stručni";"stručni studij";3;180;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka bilinogojstva"
1616;"Bilinogojstvo; smjerovi: Ratarstvo, Hortikultura";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet agrobiotehničkih znanosti, Osijek";"VINKOVCI";"stručni";"stručni studij";3;180;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka bilinogojstva"
1617;"Agrarno poduzetništvo";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet agrobiotehničkih znanosti, Osijek";"VINKOVCI";"stručni";"stručni studij";3;180;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka agrarnog poduzetništva"
1618;"Zootehnika";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet agrobiotehničkih znanosti, Osijek";"VINKOVCI";"stručni";"stručni studij";3;180;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka zootehnike"
1619;"Mehanizacija u poljoprivredi";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet agrobiotehničkih znanosti, Osijek";"VINKOVCI";"stručni";"stručni studij";3;180;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka mehanizacije u poljoprivredi"
1621;"Poslovna ekonomija";"Sveučilište u Zagrebu";"Javno";"Ekonomski fakultet, Zagreb ";"SISAK";"stručni";"stručni studij";2.5;150;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a pristupnik/pristupnica ekonomije"
1622;"Poslovna ekonomija";"Sveučilište u Zagrebu";"Javno";"Ekonomski fakultet, Zagreb ";"ČAKOVEC";"stručni";"stručni studij";2.5;150;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a pristupnik/pristupnica ekonomije"
1625;"Primjena informacijske tehnologije u poslovanju";"Sveučilište u Zagrebu";"Javno";"Fakultet organizacije i informatike, Varaždin";"SISAK";"stručni";"stručni studij";3;180;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  poslovne informatike"
1626;"Primjena informacijske tehnologije u poslovanju";"Sveučilište u Zagrebu";"Javno";"Fakultet organizacije i informatike, Varaždin";"ZABOK";"stručni";"stručni studij";3;180;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  poslovne informatike"
